Date,Open,High,Low,Close,Adj Close,Volume
2021-03-01,46.000000,49.790001,45.610001,48.849998,47.849915,65807900
2021-04-01,49.549999,57.180000,49.299999,56.580002,55.421665,46405300
2021-05-01,57.009998,59.150002,53.779999,55.689999,54.549877,53983200
2021-06-01,56.330002,61.049999,53.880001,59.240002,58.180252,65993200
2021-07-01,59.450001,64.309998,56.799999,63.759998,62.619396,37618400
2021-08-01,64.230003,67.809998,61.610001,64.290001,63.139915,50861400
2021-09-01,64.250000,67.050003,59.419998,60.880001,59.922363,79259400
2021-10-01,61.349998,79.739998,59.660000,79.669998,78.416794,58911100
2021-11-01,79.989998,83.900002,73.709999,74.449997,73.278908,60012300
2021-12-01,76.070000,78.400002,68.949997,74.500000,73.464516,51850700
2022-01-01,74.470001,75.190002,61.130001,71.160004,70.170952,68708200
2022-02-01,71.660004,73.300003,55.110001,60.119999,59.284382,75398100
2022-03-01,59.939999,62.290001,50.549999,58.470001,57.792046,85245900
2022-04-01,58.889999,61.520000,50.009998,50.970001,50.379005,65221300
2022-05-01,50.689999,57.810001,47.509998,54.810001,54.174480,99584600
2022-06-01,54.630001,57.680000,44.279999,46.290001,45.900570,62000900
2022-07-01,45.880001,56.250000,44.400002,55.459999,54.993420,50876800
2022-08-01,54.580002,57.680000,49.349998,50.560001,50.134651,55411000
2022-09-01,49.740002,53.020000,42.730000,43.000000,42.755211,77468100
2022-10-01,43.369999,49.430000,41.770000,48.630001,48.353161,75380800
2022-11-01,49.400002,57.549999,47.790001,51.919998,51.624428,67756100
2022-12-01,52.209999,52.950001,45.029999,46.419998,46.297840,63142600
2023-01-01,47.290001,56.000000,46.310001,55.810001,55.663132,64010400
2023-02-01,55.650002,60.529999,54.889999,55.509998,55.363918,47627800
